"","MINE_ID","YR_QTR","MINE_NAME","VIOLATOR_NAME","v_count_qtr","v_lag3","qtr_degree"
"145",4601318,2004.5,"Robinson Run No 95","Consolidation Coal Company",119,2888,10
"146",4601318,2004.5,"Robinson Run No 95","Shuck Construction Company Llc",3,2888,10
"147",4601318,2004.75,"Robinson Run No 95","Anderson Excavating, LLC",2,3010,11
"148",4601318,2004.75,"Robinson Run No 95","B G S Construction Inc",1,3010,11
"149",4601318,2004.75,"Robinson Run No 95","Consolidation Coal Company",100,3010,11
"150",4601318,2005,"Robinson Run No 95","Anderson Excavating, LLC",4,3113,14
"151",4601318,2005,"Robinson Run No 95","Consolidation Coal Company",135,3113,14
"152",4601318,2005.25,"Robinson Run No 95","Consolidation Coal Company",136,3252,21
"153",4601318,2005.25,"Robinson Run No 95","Forquer Contracting LLC",2,3252,21
"154",4601318,2005.25,"Robinson Run No 95","M A Heston Inc",3,3252,21
"155",4601318,2005.25,"Robinson Run No 95","R & W Cable Co Inc",1,3252,21
"156",4601318,2005.5,"Robinson Run No 95","Consolidation Coal Company",102,3394,7
"157",4601318,2005.75,"Robinson Run No 95","Lone Pine Construction Inc",1,3496,13
"158",4601318,2005.75,"Robinson Run No 95","R & E Electric Co Inc",1,3496,13
"159",4601318,2005.75,"Robinson Run No 95","Gunther-Nash Inc",1,3496,13
"160",4601318,2005.75,"Robinson Run No 95","Almega Company Inc",1,3496,13
"161",4601318,2005.75,"Robinson Run No 95","Consolidation Coal Company",151,3496,13
"162",4601318,2005.75,"Robinson Run No 95","San-Con Industries Inc",2,3496,13
"163",4601318,2005.75,"Robinson Run No 95","Trimble Eng & Const Inc",1,3496,13
"164",4601318,2006,"Robinson Run No 95","Consolidation Coal Company",209,3654,13
"165",4601318,2006,"Robinson Run No 95","Lone Pine Construction Inc",3,3654,13
"166",4601318,2006.25,"Robinson Run No 95","Merit Contracting Inc",1,3866,15
"167",4601318,2006.25,"Robinson Run No 95","Salem Electric Company",2,3866,15
"168",4601318,2006.25,"Robinson Run No 95","Gunther-Nash Inc",1,3866,15
"169",4601318,2006.25,"Robinson Run No 95","Consolidation Coal Company",205,3866,15
"170",4601318,2006.25,"Robinson Run No 95","Trimble Eng & Const Inc",2,3866,15
"171",4601318,2006.25,"Robinson Run No 95","All Crane & Equipt Rental Corp",1,3866,15
"172",4601318,2006.5,"Robinson Run No 95","Consolidation Coal Company",130,4078,10
"173",4601318,2006.5,"Robinson Run No 95","Farnham & Pfile Constr Inc",2,4078,10
"174",4601318,2006.5,"Robinson Run No 95","Ground Breakers Inc",4,4078,10
"175",4601318,2006.5,"Robinson Run No 95","Gunther-Nash Inc",2,4078,10
"176",4601318,2006.75,"Robinson Run No 95","Consolidation Coal Company",150,4216,14
"177",4601318,2006.75,"Robinson Run No 95","Trimble Eng & Const Inc",2,4216,14
"178",4601318,2007,"Robinson Run No 95","Trimble Eng & Const Inc",2,4368,9
"179",4601318,2007,"Robinson Run No 95","Consolidation Coal Company",177,4368,9
"180",4601318,2007,"Robinson Run No 95","Gunther-Nash Inc",2,4368,9
"181",4601318,2007.25,"Robinson Run No 95","Veyance Industrial Services, Inc.",2,4549,16
"182",4601318,2007.25,"Robinson Run No 95","Coalfield Services, Inc",2,4549,16
"183",4601318,2007.25,"Robinson Run No 95","Advanced Builders, Inc.",7,4549,16
"184",4601318,2007.25,"Robinson Run No 95","Ground Breakers Inc",14,4549,16
"185",4601318,2007.25,"Robinson Run No 95","Farnham & Pfile Constr Inc",3,4549,16
"186",4601318,2007.25,"Robinson Run No 95","MCCLURE CONSTRUCTION CO, LLC.",6,4549,16
"187",4601318,2007.25,"Robinson Run No 95","Gunther-Nash Inc",1,4549,16
"188",4601318,2007.25,"Robinson Run No 95","Lincoln Contr & Equip Co Inc",9,4549,16
"189",4601318,2007.25,"Robinson Run No 95","Trimble Eng & Const Inc",17,4549,16
"190",4601318,2007.25,"Robinson Run No 95","Bunner Contracting",2,4549,16
"191",4601318,2007.25,"Robinson Run No 95","Consolidation Coal Company",170,4549,16
"192",4601318,2007.25,"Robinson Run No 95","R G Johnson Co Inc",1,4549,16
"193",4601318,2007.25,"Robinson Run No 95","R & E Electric Co Inc",5,4549,16
"194",4601318,2007.5,"Robinson Run No 95","MCCLURE CONSTRUCTION CO, LLC.",1,4788,14
"195",4601318,2007.5,"Robinson Run No 95","Bunner Contracting",2,4788,14
"196",4601318,2007.5,"Robinson Run No 95","Lincoln Contr & Equip Co Inc",1,4788,14
"197",4601318,2007.5,"Robinson Run No 95","Consolidation Coal Company",116,4788,14
"198",4601318,2007.75,"Robinson Run No 95","Coalfield Services, Inc",1,4908,4
"199",4601318,2007.75,"Robinson Run No 95","Consolidation Coal Company",101,4908,4
"200",4601318,2008,"Robinson Run No 95","Consolidation Coal Company",201,5010,6
"201",4601318,2008.25,"Robinson Run No 95","Consolidation Coal Company",140,5211,7
"202",4601318,2008.25,"Robinson Run No 95","M A Heston Inc",2,5211,7
"203",4601318,2008.5,"Robinson Run No 95","Consolidation Coal Company",166,5353,12
"204",4601318,2008.5,"Robinson Run No 95","R G Johnson Co Inc",2,5353,12
"205",4601318,2008.75,"Robinson Run No 95","Consolidation Coal Company",207,5521,12
"206",4601318,2008.75,"Robinson Run No 95","R G Johnson Co Inc",2,5521,12
"207",4601318,2009,"Robinson Run No 95","Consolidation Coal Company",237,5730,10
"208",4601318,2009,"Robinson Run No 95","ROC Inc.",4,5730,10
"209",4601318,2009,"Robinson Run No 95","The Davis Company LLC",1,5730,10
"210",4601318,2009,"Robinson Run No 95","Conveyor Services Corp",1,5730,10
"211",4601318,2009,"Robinson Run No 95","R G Johnson Co Inc",1,5730,10
"212",4601318,2009,"Robinson Run No 95","Trimble Eng & Const Inc",1,5730,10
"213",4601318,2009.25,"Robinson Run No 95","R G Johnson Co Inc",1,5975,4
"214",4601318,2009.25,"Robinson Run No 95","ROC Inc.",1,5975,4
"215",4601318,2009.25,"Robinson Run No 95","Consolidation Coal Company",140,5975,4
"216",4601318,2009.5,"Robinson Run No 95","Consolidation Coal Company",160,6117,10
"217",4601318,2009.5,"Robinson Run No 95","Laurita Excavating, Inc",1,6117,10
"218",4601318,2009.75,"Robinson Run No 95","Consolidation Coal Company",207,6278,5
"219",4601318,2009.75,"Robinson Run No 95","J & J Electrical Services, L. L. C.",2,6278,5
"220",4601318,2010,"Robinson Run No 95","Consolidation Coal Company",133,6487,4
"221",4601318,2010,"Robinson Run No 95","M A Heston Inc",1,6487,4
"222",4601318,2010.25,"Robinson Run No 95","Consolidation Coal Company",163,6621,7
"223",4601318,2010.5,"Robinson Run No 95","J & J Electrical Services, L. L. C.",1,6784,9
"224",4601318,2010.5,"Robinson Run No 95","Consolidation Coal Company",218,6784,9
"225",4601318,2010.5,"Robinson Run No 95","Forquer Contracting LLC",3,6784,9
"226",4601318,2010.75,"Robinson Run No 95","Anderson Excavating, LLC",1,7006,4
"227",4601318,2010.75,"Robinson Run No 95","Atlas Railroad Construction Co",2,7006,4
"228",4601318,2010.75,"Robinson Run No 95","Consolidation Coal Company",145,7006,4
"229",4601318,2010.75,"Robinson Run No 95","M A Heston Inc",2,7006,4
"230",4601318,2010.75,"Robinson Run No 95","R & E Electric Co Inc",1,7006,4
"231",4601318,2010.75,"Robinson Run No 95","Rock & Coal Construction, Inc.",1,7006,4
"232",4601318,2010.75,"Robinson Run No 95","Forquer Contracting LLC",2,7006,4
"233",4601318,2010.75,"Robinson Run No 95","Lincoln Contr & Equip Co Inc",2,7006,4
"234",4601318,2011,"Robinson Run No 95","Consolidation Coal Company",123,7162,3
"235",4601329,2000.25,"No. 68","Long Run Transport",3,0,7
"236",4601329,2000.25,"No. 68","Wayne Processing Inc",15,0,7
"237",4601329,2000.5,"No. 68","Long Run Transport",1,18,1
"238",4601329,2000.5,"No. 68","Wayne Processing Inc",5,18,1
"239",4601329,2001,"No. 68","Wayne Processing Inc",13,24,2
"240",4601329,2001.25,"No. 68","Wayne Processing Inc",10,37,2
"241",4601329,2001.5,"No. 68","Wayne Processing Inc",8,47,3
"242",4601329,2001.5,"No. 68","Comfort Mining Inc",16,47,3
"243",4601329,2001.5,"No. 68","Mountain Mapping Services, Inc.",1,47,3
"244",4601329,2001.75,"No. 68","Comfort Mining Inc",20,72,4
"245",4601329,2002,"No. 68","Comfort Mining Inc",14,92,3
"246",4601329,2002.25,"No. 68","Kanawha Eagle Coal Sales, LLC",5,106,NA
"247",4601329,2002.75,"No. 68","Island Fork Construction, Ltd.",12,111,1
"248",4601329,2003,"No. 68","Island Fork Construction, Ltd.",24,123,NA
"249",4601329,2003.25,"No. 68","Camp Creek Service Center, Ltd.",35,147,2
"250",4601329,2003.5,"No. 68","Camp Creek Service Center, Ltd.",31,182,NA
"251",4601329,2003.75,"No. 68","Camp Creek Service Center, Ltd.",34,213,1
"252",4601329,2004,"No. 68","Camp Creek Service Center, Ltd.",28,247,1
"253",4601329,2004.25,"No. 68","Camp Creek Service Center, Ltd.",30,275,NA
"254",4601329,2004.5,"No. 68","Camp Creek Service Center, Ltd.",19,305,NA
"255",4601329,2004.75,"No. 68","Camp Creek Service Center, Ltd.",26,324,1
"256",4601329,2005,"No. 68","Newtown Energy, Inc.",1,350,NA
"257",4601329,2006.25,"No. 68","Newtown Energy, Inc.",1,351,NA
"258",4601368,2000.25,"Fanco","Apogee Coal Company LLC",5,0,NA
"259",4601368,2000.5,"Fanco","Apogee Coal Company LLC",6,5,NA
"260",4601368,2001,"Fanco","Apogee Coal Company LLC",5,11,NA
"261",4601368,2001.5,"Fanco","Apogee Coal Company LLC",2,16,4
"262",4601368,2001.5,"Fanco","Southern Cross Construction Co., LLC",1,16,4
"263",4601368,2001.75,"Fanco","Apogee Coal Company LLC",2,19,3
"264",4601368,2002,"Fanco","Apogee Coal Company LLC",2,21,2
"265",4601368,2002.25,"Fanco","Apogee Coal Company LLC",6,23,1
"266",4601368,2002.75,"Fanco","Apogee Coal Company LLC",2,29,NA
"267",4601368,2003.25,"Fanco","Apogee Coal Company LLC",5,31,1
"268",4601368,2003.75,"Fanco","Apogee Coal Company LLC",5,36,NA
"269",4601368,2004.25,"Fanco","Apogee Coal Company LLC",4,41,2
"270",4601368,2005.75,"Fanco","Apogee Coal Company LLC",2,45,NA
"271",4601368,2006.5,"Fanco","Apogee Coal Company LLC",5,47,NA
"272",4601368,2008.25,"Fanco","Apogee Coal Company LLC",5,52,1
"273",4601368,2008.5,"Fanco","Apogee Coal Company LLC",5,57,NA
"274",4601368,2009.25,"Fanco","Apogee Coal Company LLC",1,62,1
"275",4601368,2009.75,"Fanco","Apogee Coal Company LLC",6,63,NA
"276",4601368,2009.75,"Fanco","Cecil I Walker Machinery Co",1,63,NA
"277",4601368,2010.25,"Fanco","Apogee Coal Company LLC",6,70,1
"278",4601368,2010.75,"Fanco","Apogee Coal Company LLC",6,76,NA
"279",4601368,2010.75,"Fanco","SGS North America Inc., Minerals Services Division",3,76,NA
"280",4601387,2000.75,"Spring Branch Mine","Spartan Mining Company",9,0,NA
"281",4601387,2000.75,"Spring Branch Mine","Universal Coal Services Inc",1,0,NA
"282",4601387,2001,"Spring Branch Mine","Spartan Mining Company",10,10,3
"283",4601436,2000.25,"Shoemaker Mine","Consolidation Coal Company",94,0,2
"284",4601436,2000.5,"Shoemaker Mine","Consolidation Coal Company",91,94,5
"285",4601436,2000.75,"Shoemaker Mine","Consolidation Coal Company",161,185,7
"286",4601436,2001,"Shoemaker Mine","General Industries",1,346,2
"287",4601436,2001,"Shoemaker Mine","Mountaineer Excavating Inc",1,346,2
"288",4601436,2001,"Shoemaker Mine","T K S",5,346,2
"289",4601436,2001,"Shoemaker Mine","Marietta Silos, LLC",1,346,2
"290",4601436,2001,"Shoemaker Mine","Consolidation Coal Company",75,346,2
"291",4601436,2001.25,"Shoemaker Mine","A-Positive Electric Co Inc",1,429,6
"292",4601436,2001.25,"Shoemaker Mine","Consolidation Coal Company",82,429,6
"293",4601436,2001.5,"Shoemaker Mine","Consolidation Coal Company",120,512,5
"294",4601436,2001.5,"Shoemaker Mine","Jim Fishback",1,512,5
"295",4601436,2001.75,"Shoemaker Mine","Consolidation Coal Company",144,633,9
"296",4601436,2001.75,"Shoemaker Mine","T & L Transfer Inc",1,633,9
"297",4601436,2002,"Shoemaker Mine","Consolidation Coal Company",74,778,9
"298",4601436,2002.25,"Shoemaker Mine","Consolidation Coal Company",94,852,8
"299",4601436,2002.5,"Shoemaker Mine","Consolidation Coal Company",74,946,9
"300",4601436,2002.5,"Shoemaker Mine","Ohio Machinery Co",1,946,9
"301",4601436,2002.5,"Shoemaker Mine","Reco Equipment Inc",2,946,9
"302",4601436,2002.75,"Shoemaker Mine","Consolidation Coal Company",53,1023,3
"303",4601436,2003,"Shoemaker Mine","Consolidation Coal Company",51,1076,7
"304",4601436,2003.25,"Shoemaker Mine","Consolidation Coal Company",83,1127,4
"305",4601436,2003.25,"Shoemaker Mine","Luburgh Inc",1,1127,4
"306",4601436,2003.5,"Shoemaker Mine","Consolidation Coal Company",104,1211,6
"307",4601436,2003.5,"Shoemaker Mine","Luburgh Inc",7,1211,6
"308",4601436,2003.75,"Shoemaker Mine","Reco Equipment Inc",1,1322,9
"309",4601436,2003.75,"Shoemaker Mine","Consolidation Coal Company",116,1322,9
"310",4601436,2003.75,"Shoemaker Mine","Luburgh Inc",4,1322,9
"311",4601436,2003.75,"Shoemaker Mine","T & L Transfer Inc",1,1322,9
"312",4601436,2004,"Shoemaker Mine","Consolidation Coal Company",58,1444,7
"313",4601436,2004.25,"Shoemaker Mine","Consolidation Coal Company",119,1502,5
"314",4601436,2004.5,"Shoemaker Mine","Consolidation Coal Company",132,1621,5
"315",4601436,2004.75,"Shoemaker Mine","Keystone Mountaineer Power",1,1753,5
"316",4601436,2004.75,"Shoemaker Mine","Zion Trucking Co",1,1753,5
"317",4601436,2004.75,"Shoemaker Mine","Luburgh Inc",3,1753,5
"318",4601436,2004.75,"Shoemaker Mine","Veyance Industrial Services, Inc.",1,1753,5
"319",4601436,2004.75,"Shoemaker Mine","Consolidation Coal Company",142,1753,5
"320",4601436,2004.75,"Shoemaker Mine","T & L Transfer Inc",3,1753,5
"321",4601436,2005,"Shoemaker Mine","Consolidation Coal Company",112,1904,12
"322",4601436,2005,"Shoemaker Mine","Mountaineer Excavating Inc",1,1904,12
"323",4601436,2005.25,"Shoemaker Mine","Consolidation Coal Company",96,2017,6
"324",4601436,2005.25,"Shoemaker Mine","Keystone Mountaineer Power",1,2017,6
"325",4601436,2005.5,"Shoemaker Mine","Consolidation Coal Company",75,2114,8
"326",4601436,2005.75,"Shoemaker Mine","Consolidation Coal Company",107,2189,6
"327",4601436,2005.75,"Shoemaker Mine","Smith & Smith Hardwoods",1,2189,6
"328",4601436,2005.75,"Shoemaker Mine","Lincoln Contr & Equip Co Inc",2,2189,6
"329",4601436,2005.75,"Shoemaker Mine","B G S Construction Inc",1,2189,6
"330",4601436,2006,"Shoemaker Mine","Consolidation Coal Company",129,2300,3
"331",4601436,2006.25,"Shoemaker Mine","Consolidation Coal Company",201,2429,3
"332",4601436,2006.25,"Shoemaker Mine","Merit Contracting Inc",1,2429,3
"333",4601436,2006.25,"Shoemaker Mine","Mountaineer Excavating Inc",1,2429,3
"334",4601436,2006.5,"Shoemaker Mine","Consolidation Coal Company",44,2632,NA
"335",4601436,2006.75,"Shoemaker Mine","Consolidation Coal Company",76,2676,3
"336",4601436,2007,"Shoemaker Mine","Consolidation Coal Company",21,2752,2
"337",4601436,2007,"Shoemaker Mine","J & R Excavating Inc",1,2752,2
"338",4601436,2007,"Shoemaker Mine","18 Karat Inc",1,2752,2
"339",4601436,2007.25,"Shoemaker Mine","Consolidation Coal Company",27,2775,1
"340",4601436,2007.5,"Shoemaker Mine","Consolidation Coal Company",37,2802,3
"341",4601436,2007.75,"Shoemaker Mine","18 Karat Inc",1,2839,1
"342",4601436,2007.75,"Shoemaker Mine","Consolidation Coal Company",14,2839,1
"343",4601436,2007.75,"Shoemaker Mine","T & L Transfer Inc",4,2839,1
